Curs,Tipus d'estudi,Tipus d'universitat,Universitat,Tipus de centre,Nacionalitat,Sexe,Comarca del centre,Nou accés,Matrícula,Matrícula ETC,Titulats
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,HOME,Tarragonès,0,*,na,0
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,215,1358,na,185
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,5,27,na,6
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Tarragonès,0,*,na,0
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,201,897,na,101
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,6,13,na,*
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Tarragonès,0,*,na,*
2019,doctorat,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,155,765,na,104
2019,doctorat,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,*,11,na,0
2019,doctorat,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,11,38,na,*
2019,doctorat,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,*,na,0
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,372,1941,na,269
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,*,10,na,*
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,255,1469,na,186
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,*,13,na,*
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,215,901,na,91
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,0,11,na,*
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,148,719,na,91
2019,doctorat,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,*,7,na,0
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,*,12,na,*
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,DONA,Gironès,51,262,na,25
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,HOME,Gironès,61,284,na,43
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,0,*,na,0
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,0,6,na,*
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,DONA,Gironès,50,120,na,13
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,6,na,0
2019,doctorat,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,HOME,Gironès,60,132,na,17
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,DONA,Osona,*,15,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,DONA,Segrià,50,268,na,29
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,DONA,Tarragonès,*,*,na,*
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,0,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Osona,0,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Segrià,31,192,na,28
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Tarragonès,*,5,na,*
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,*,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Osona,*,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Segrià,20,79,na,6
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Tarragonès,0,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,0,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,HOME,Osona,*,*,na,0
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,HOME,Segrià,24,96,na,7
2019,doctorat,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,HOME,Tarragonès,*,*,na,0
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,0,*,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Baix Llobregat,*,*,na,0
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,42,227,na,49
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,5,21,na,0
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,*,11,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Baix Llobregat,0,6,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,107,685,na,122
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,9,27,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,0,*,na,0
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Baix Llobregat,*,10,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,52,346,na,52
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Garraf,0,*,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,*,9,na,0
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Bages,*,5,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Baix Llobregat,*,5,na,*
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,151,733,na,117
2019,doctorat,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,*,15,na,*
2019,doctorat,PÚBLICA,UPF,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,61,357,na,67
2019,doctorat,PÚBLICA,UPF,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,67,323,na,52
2019,doctorat,PÚBLICA,UPF,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,116,325,na,52
2019,doctorat,PÚBLICA,UPF,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,121,311,na,47
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,DONA,Baix Camp,23,99,na,10
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,9,39,na,*
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,DONA,Tarragonès,53,264,na,34
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,HOME,Baix Camp,14,52,na,5
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,*,6,na,*
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,HOME,Tarragonès,53,306,na,48
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,DONA,Baix Camp,10,31,na,0
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,*,18,na,0
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,DONA,Tarragonès,47,216,na,31
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,HOME,Baix Camp,6,22,na,*
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,5,na,*
2019,doctorat,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,HOME,Tarragonès,55,262,na,29
2019,Estudi anterior a EEES,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,na,*,0.0,*
2019,grau,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,6779,21880,9803.9,1189
2019,grau,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,5897,19139,8457.6,1087
2019,grau,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,422,968,453.1,27
2019,grau,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,231,518,232.0,10
2019,grau,PRIVADA,UAO,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,168,865,669.7,183
2019,grau,PRIVADA,UAO,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,77,511,381.4,81
2019,grau,PRIVADA,UAO,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,32,109,78.2,13
2019,grau,PRIVADA,UAO,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,13,35,26.0,*
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,245,886,811.6,159
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,292,1138,1090.8,205
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,139,559,511.1,97
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,118,502,484.6,71
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,50,141,134.5,12
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,83,341,343.0,49
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,33,89,84.6,5
2019,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,67,239,242.5,44
2019,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,60,210,175.6,35
2019,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,24,59,52.0,8
2019,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,23,47,36.0,*
2019,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,14,20,18.0,0
2019,grau,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,1427,6080,5709.8,1371
2019,grau,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,1223,5300,4794.4,969
2019,grau,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,209,660,636.9,93
2019,grau,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,191,693,677.4,111
2019,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,272,934,861.6,150
2019,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,80,324,300.2,34
2019,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,21,62,56.2,5
2019,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,9,19,17.5,*
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,240,821,690.6,127
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Osona,697,2664,2190.3,428
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,73,316,278.6,61
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Osona,477,1872,1543.8,301
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,87,346,340.4,93
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Osona,87,361,324.4,87
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,HOME,Bages,76,284,280.3,55
2019,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,HOME,Osona,91,294,282.2,69
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Bages,0,7,2.0,6
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,216,857,762.7,155
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,511,1877,1736.2,354
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Bages,0,7,1.8,*
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,179,726,595.6,134
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,263,1063,942.2,215
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Bages,0,*,0.3,*
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,12,50,43.4,6
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,63,193,186.9,45
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Bages,0,*,0.2,*
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,7,26,21.3,7
2019,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,30,99,95.9,18
2019,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,3855,15135,14190.8,2792
2019,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,2583,10038,9283.8,1632
2019,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,207,804,755.3,132
2019,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,120,416,391.1,60
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,444,1744,1656.5,403
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,58,195,194.8,35
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Oriental,18,81,76.4,12
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,321,1447,1302.9,298
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,61,249,243.4,59
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Oriental,61,208,187.3,33
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,36,134,128.2,21
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,7,17,17.0,*
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Oriental,0,*,0.6,0
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,28,77,71.0,9
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,*,16,15.7,*
2019,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Oriental,*,*,2.8,*
2019,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,5685,23712,21519.1,4587
2019,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,3146,13678,12103.6,2377
2019,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,378,1541,1384.3,262
2019,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,167,724,648.0,98
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,162,758,694.2,187
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Gironès,112,413,375.9,55
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Maresme,14,36,33.1,9
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,77,380,335.2,94
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Gironès,126,585,526.9,104
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Maresme,9,32,30.7,11
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,22,89,79.5,12
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Gironès,93,425,425.7,102
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Maresme,5,14,13.8,*
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,10,34,30.0,5
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Gironès,100,426,419.5,103
2019,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Maresme,*,*,3.0,0
2019,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,DONA,Gironès,1479,5637,5262.5,1057
2019,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,HOME,Gironès,1107,4157,3715.6,666
2019,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,DONA,Gironès,101,335,306.6,43
2019,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,HOME,Gironès,75,217,191.9,26
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,7,31,30.3,*
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Segrià,28,139,119.4,29
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,*,18,13.8,*
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Segrià,97,392,341.5,69
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,9,25,23.5,0
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Segrià,*,9,7.3,6
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,8,6.9,*
2019,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Segrià,*,11,10.4,*
2019,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,DONA,Segrià,1081,4589,4437.5,855
2019,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Segrià,791,3168,2956.6,510
2019,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Segrià,86,343,331.6,49
2019,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,HOME,Segrià,68,187,167.4,18
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,133,482,415.9,59
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,45,133,122.9,28
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,256,852,745.1,87
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,89,420,373.5,64
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,23,66,59.7,*
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,*,8,7.6,*
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,31,102,91.2,7
2019,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,6,14,11.7,0
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,31,104,88.2,16
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Baix Llobregat,48,249,210.7,28
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,793,3260,2711.7,610
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Garraf,68,255,192.8,35
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,252,1088,950.2,211
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,198,730,606.7,86
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Baix Llobregat,210,855,714.9,91
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,1988,9151,7568.1,1471
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Garraf,253,1033,771.3,144
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,596,2576,2169.4,426
2019,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,*,10,8.2,*
