Curs,Tipus d'estudi,Tipus d'universitat,Universitat,Tipus de centre,Nacionalitat,Sexe,Comarca del centre,Nou accés,Matrícula,Matrícula ETC,Titulats
2018,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,118,507,491.1,100
2018,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,37,116,108.9,10
2018,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,75,316,315.5,52
2018,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,28,69,64.4,*
2018,grau,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,52,219,216.4,44
2018,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,47,205,166.6,41
2018,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,13,55,46.0,12
2018,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,12,57,39.9,*
2018,grau,PRIVADA,URL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,9,6.6,*
2018,grau,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,1283,6003,5614.1,1245
2018,grau,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,1170,5171,4665.7,827
2018,grau,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,165,571,552.1,84
2018,grau,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,172,600,579.3,71
2018,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,253,832,801.8,111
2018,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,96,320,296.2,54
2018,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,21,53,56.0,7
2018,grau,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,7,15,15.0,*
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,250,749,645.5,108
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Osona,690,2629,2185.5,436
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,84,317,292.2,50
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Osona,499,1840,1521.2,277
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,91,312,312.3,47
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Osona,110,387,350.4,92
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,HOME,Bages,88,258,259.9,35
2018,grau,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,HOME,Osona,69,271,263.8,58
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Bages,0,34,13.4,25
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,210,854,769.9,175
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,500,1807,1677.8,324
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Bages,0,30,10.1,20
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,167,740,614.8,131
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,252,1053,928.8,161
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Bages,0,8,2.1,5
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,20,56,51.4,13
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,46,206,203.4,45
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Bages,0,7,1.5,6
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,11,30,25.6,6
2018,grau,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,25,102,98.8,15
2018,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,3724,14763,13824.9,2678
2018,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,2598,10014,9249.1,1676
2018,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,209,808,764.9,127
2018,grau,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,133,414,390.8,48
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,432,1782,1700.4,395
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,51,203,193.9,16
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Oriental,27,78,75.1,9
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,361,1550,1444.1,295
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,65,264,256.5,14
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Oriental,48,203,190.0,34
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,53,126,122.2,10
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,*,13,13.5,0
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Oriental,0,*,0.7,0
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,25,73,71.3,6
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,*,16,16.2,*
2018,grau,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Oriental,*,*,4.2,*
2018,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,5648,23734,21396.5,4412
2018,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,3317,14078,12423.6,2283
2018,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,360,1569,1417.1,247
2018,grau,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,181,749,683.2,110
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,190,845,771.5,189
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Gironès,107,399,351.9,54
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,DONA,Maresme,6,36,31.3,14
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,87,408,363.0,79
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Gironès,155,603,551.1,84
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESPANYOLA,HOME,Maresme,6,31,30.5,7
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,26,86,81.8,11
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Gironès,94,416,421.0,79
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,DONA,Maresme,*,11,10.3,0
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,9,33,30.1,6
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Gironès,92,395,395.8,63
2018,grau,PÚBLICA,UdG,Adscrit,NACIONALITAT ESTRANGERA,HOME,Maresme,*,*,1.0,0
2018,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,DONA,Gironès,1439,5531,5153.9,1043
2018,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,HOME,Gironès,1103,4117,3646.2,605
2018,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,DONA,Gironès,104,355,316.5,62
2018,grau,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,HOME,Gironès,60,190,166.2,17
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,11,33,34.3,*
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Segrià,45,142,126.9,21
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,*,17,15.8,0
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Segrià,87,392,335.2,78
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,6,21,19.2,0
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Segrià,0,10,8.9,*
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,5,6.0,0
2018,grau,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Segrià,*,8,7.3,*
2018,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,DONA,Segrià,1098,4530,4394.0,800
2018,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESPANYOLA,HOME,Segrià,737,3084,2889.5,487
2018,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,DONA,Segrià,88,344,340.6,53
2018,grau,PÚBLICA,UdL,Integrat,NACIONALITAT ESTRANGERA,HOME,Segrià,49,169,156.3,28
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,131,438,379.9,58
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Maresme,0,19,7.6,16
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,33,90,86.1,*
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,205,762,666.4,100
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Maresme,0,59,23.1,37
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,107,408,367.9,55
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,14,45,39.3,*
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,*,6,6.0,0
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,33,77,70.9,*
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Maresme,0,*,0.4,*
2018,grau,PÚBLICA,UPC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,*,9,8.9,*
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,24,98,79.9,18
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Baix Llobregat,50,246,213.0,24
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,671,3193,2653.2,527
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Garraf,61,243,190.6,37
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,240,1098,963.9,204
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,207,691,563.7,88
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Baix Llobregat,199,824,701.4,106
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,1982,9274,7702.8,1448
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Garraf,208,1024,759.2,131
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,576,2665,2203.9,473
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,*,6,5.4,0
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Baix Llobregat,*,18,15.5,*
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,81,288,227.3,23
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Garraf,*,22,20.0,*
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,18,80,66.7,10
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Bages,12,34,27.7,6
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Baix Llobregat,15,53,41.0,*
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,105,461,378.3,45
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Garraf,22,76,60.9,9
2018,grau,PÚBLICA,UPC,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,17,89,68.6,15
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,310,1225,1139.8,298
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESPANYOLA,DONA,Maresme,335,1260,1406.9,194
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,169,673,612.2,155
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESPANYOLA,HOME,Maresme,537,2027,2014.3,278
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,23,74,69.6,15
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESTRANGERA,DONA,Maresme,18,39,41.9,*
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,13,39,36.1,6
2018,grau,PÚBLICA,UPF,Adscrit,NACIONALITAT ESTRANGERA,HOME,Maresme,15,58,58.8,*
2018,grau,PÚBLICA,UPF,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,1485,6003,5804.1,1180
2018,grau,PÚBLICA,UPF,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,940,3952,3741.5,713
2018,grau,PÚBLICA,UPF,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,91,322,315.1,57
2018,grau,PÚBLICA,UPF,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,54,176,166.4,24
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,DONA,Baix Camp,5,12,12.7,*
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,DONA,Baix Ebre,17,67,58.3,17
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,26,69,68.6,0
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,HOME,Baix Camp,32,90,86.9,19
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,HOME,Baix Ebre,38,134,113.3,20
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,43,94,94.2,0
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,DONA,Baix Camp,0,*,1.0,0
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,DONA,Baix Ebre,19,51,51.9,*
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,*,*,2.1,0
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,HOME,Baix Camp,0,*,2.4,*
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,HOME,Baix Ebre,22,86,88.2,5
2018,grau,PÚBLICA,URV,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,8,8.1,0
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,DONA,Baix Camp,337,1430,1354.1,216
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,DONA,Tarragonès,1259,4887,4558.5,991
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,HOME,Baix Camp,285,1247,1102.7,170
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESPANYOLA,HOME,Tarragonès,766,2990,2663.9,448
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,DONA,Baix Camp,56,160,151.5,20
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,DONA,Tarragonès,95,344,332.8,49
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,HOME,Baix Camp,29,95,88.1,5
2018,grau,PÚBLICA,URV,Integrat,NACIONALITAT ESTRANGERA,HOME,Tarragonès,59,177,156.3,28
2018,màster universitari,NO PRESENCIAL,UOC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,*,*,1.0,0
2018,màster universitari,NO PRESENCIAL,UOC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,10,10,5.9,0
2018,màster universitari,NO PRESENCIAL,UOC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,10,10,4.7,0
2018,màster universitari,NO PRESENCIAL,UOC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,*,*,5.8,0
2018,màster universitari,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,4942,10257,4261.6,2734
2018,màster universitari,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,3027,6289,2573.1,1440
2018,màster universitari,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,395,720,290.0,154
2018,màster universitari,NO PRESENCIAL,UOC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,345,595,237.2,112
2018,màster universitari,PRIVADA,UAO,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,92,149,122.9,79
2018,màster universitari,PRIVADA,UAO,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,68,102,83.0,56
2018,màster universitari,PRIVADA,UAO,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,32,46,36.1,19
2018,màster universitari,PRIVADA,UAO,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,25,35,28.3,10
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,48,57,44.4,39
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,64,72,65.5,57
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,31,40,29.9,22
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,17,26,22.7,21
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,69,77,68.8,66
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,17,25,24.6,18
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,51,70,48.8,42
2018,màster universitari,PRIVADA,UIC,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,10,15,13.7,8
2018,màster universitari,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,495,838,618.5,478
2018,màster universitari,PRIVADA,URL,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,507,869,630.1,498
2018,màster universitari,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,424,619,505.7,390
2018,màster universitari,PRIVADA,URL,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,605,870,725.9,526
2018,màster universitari,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,13,14,12.3,13
2018,màster universitari,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,14,14,13.3,14
2018,màster universitari,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,74,74,70.3,74
2018,màster universitari,PRIVADA,UVIC-UCC,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,116,116,109.7,116
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Bages,21,21,20.0,17
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,DONA,Osona,125,267,166.5,157
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Bages,16,16,14.5,13
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESPANYOLA,HOME,Osona,62,101,69.1,69
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Bages,*,*,1.0,*
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,DONA,Osona,8,28,13.1,13
2018,màster universitari,PRIVADA,UVIC-UCC,Integrat,NACIONALITAT ESTRANGERA,HOME,Osona,*,*,6.2,*
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,24,43,25.4,29
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Berguedà,12,31,29.7,31
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,132,194,169.5,130
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,8,14,9.0,12
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Berguedà,*,6,4.5,6
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,122,172,151.4,106
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,45,56,41.7,35
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Berguedà,10,12,12.0,12
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,146,166,147.7,122
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,11,14,8.6,6
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Berguedà,*,*,3.2,*
2018,màster universitari,PÚBLICA,UAB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,71,82,73.6,58
2018,màster universitari,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,DONA,Vallès Occidental,824,1103,919.3,806
2018,màster universitari,PÚBLICA,UAB,Integrat,NACIONALITAT ESPANYOLA,HOME,Vallès Occidental,597,783,641.9,552
2018,màster universitari,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,DONA,Vallès Occidental,526,654,539.6,469
2018,màster universitari,PÚBLICA,UAB,Integrat,NACIONALITAT ESTRANGERA,HOME,Vallès Occidental,334,434,346.1,263
2018,màster universitari,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,267,402,270.3,203
2018,màster universitari,PÚBLICA,UB,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,111,155,113.6,87
2018,màster universitari,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,490,841,539.9,337
2018,màster universitari,PÚBLICA,UB,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,352,606,370.5,215
2018,màster universitari,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,DONA,Barcelonès,1421,2238,1663.7,1360
2018,màster universitari,PÚBLICA,UB,Integrat,NACIONALITAT ESPANYOLA,HOME,Barcelonès,1009,1491,1139.6,888
2018,màster universitari,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,DONA,Barcelonès,956,1296,885.6,862
2018,màster universitari,PÚBLICA,UB,Integrat,NACIONALITAT ESTRANGERA,HOME,Barcelonès,488,671,483.0,445
2018,màster universitari,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,DONA,Gironès,272,385,312.4,240
2018,màster universitari,PÚBLICA,UdG,Integrat,NACIONALITAT ESPANYOLA,HOME,Gironès,206,316,255.8,199
2018,màster universitari,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,DONA,Gironès,96,155,131.3,82
2018,màster universitari,PÚBLICA,UdG,Integrat,NACIONALITAT ESTRANGERA,HOME,Gironès,59,97,79.9,52
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Barcelonès,9,9,9.4,9
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Fora de Catalunya,*,*,2.0,*
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,DONA,Segrià,7,23,11.7,17
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Barcelonès,*,*,4.1,*
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Fora de Catalunya,*,*,1.0,*
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESPANYOLA,HOME,Segrià,14,45,27.4,27
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Barcelonès,73,73,75.3,68
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Fora de Catalunya,13,13,13.0,8
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,DONA,Segrià,*,15,8.0,12
2018,màster universitari,PÚBLICA,UdL,Adscrit,NACIONALITAT ESTRANGERA,HOME,Barcelonès,35,35,36.4,31
